"Symbol  ","Series  ","Date  ","Prev Close  ","Open Price  ","High Price  ","Low Price  ","Last Price  ","Close Price  ","Average Price ","Total Traded Quantity  ","Turnover ₹  ","No. of Trades  ","Deliverable Qty  ","% Dly Qt to Traded Qty  "
"HCLTECH","EQ","24-Sep-2026","1,256.70","1,251.00","1,263.30","1,242.80","1,243.60","1,243.60","1,250.91","8,22,109","1,02,83,87,983.20","34,362","3,50,113","42.59"
"HCLTECH","EQ","23-Sep-2026","1,270.40","1,270.00","1,279.80","1,250.00","1,256.70","1,256.70","1,262.40","27,24,431","3,43,93,35,222.10","65,117","15,89,774","58.35"
"HCLTECH","EQ","22-Sep-2026","1,281.00","1,280.00","1,286.10","1,240.30","1,270.40","1,270.40","1,264.14","26,80,986","3,38,91,38,095.60","81,922","9,14,584","34.11"
"HCLTECH","EQ","21-Sep-2026","1,249.30","1,242.30","1,284.90","1,237.30","1,281.00","1,281.00","1,274.23","27,51,906","3,50,65,66,025.40","70,202","12,31,761","44.76"
"HCLTECH","EQ","18-Sep-2026","1,258.30","1,258.30","1,260.80","1,235.60","1,249.30","1,249.30","1,245.06","28,86,447","3,59,37,99,548.90","68,284","18,04,403","62.51"
"HCLTECH","EQ","17-Sep-2026","1,253.00","1,242.20","1,258.30","1,235.30","1,258.30","1,258.30","1,246.10","13,86,250","1,72,74,00,531.00","48,090","5,97,123","43.07"
"HCLTECH","EQ","16-Sep-2026","1,253.70","1,262.50","1,284.60","1,244.90","1,253.00","1,253.00","1,264.46","30,49,093","3,85,54,62,593.00","81,049","13,04,259","42.78"
"HCLTECH","EQ","15-Sep-2026","1,206.10","1,252.00","1,290.00","1,250.00","1,253.70","1,253.70","1,274.69","44,43,984","5,66,46,89,912.00","1,34,519","13,75,726","30.96"
"HCLTECH","EQ","11-Sep-2026","1,207.00","1,196.00","1,223.40","1,195.70","1,206.10","1,206.10","1,213.93","22,72,845","2,75,90,78,573.60","89,360","9,65,924","49.59"
"HCLTECH","EQ","10-Sep-2026","1,229.80","1,224.80","1,237.00","1,196.90","1,207.00","1,207.00","1,212.41","21,97,859","2,66,47,08,599.90","80,207","9,54,103","43.41"
"HCLTECH","EQ","09-Sep-2026","1,277.00","1,248.80","1,264.80","1,222.70","1,229.80","1,229.80","1,235.52","20,99,173","2,59,35,71,106.00","79,263","8,56,018","40.78"
"HCLTECH","EQ","08-Sep-2026","1,282.80","1,281.40","1,290.00","1,268.20","1,277.00","1,277.00","1,278.90","22,41,262","2,86,63,55,397.30","66,352","12,23,799","54.60"
"HCLTECH","EQ","07-Sep-2026","1,293.40","1,271.70","1,286.80","1,263.00","1,282.80","1,282.80","1,273.02","20,08,363","2,55,66,90,581.40","61,309","9,38,694","46.74"
"HCLTECH","EQ","04-Sep-2026","1,319.00","1,324.90","1,331.40","1,291.20","1,293.40","1,293.40","1,304.89","22,10,569","2,88,45,45,119.50","71,268","13,65,474","61.77"
"HCLTECH","EQ","03-Sep-2026","1,331.50","1,345.00","1,345.00","1,308.00","1,319.00","1,319.00","1,316.34","15,15,496","1,99,49,13,483.60","47,197","8,38,245","55.31"
"HCLTECH","EQ","02-Sep-2026","1,351.40","1,340.10","1,349.30","1,317.40","1,331.50","1,331.50","1,331.02","27,39,386","3,64,61,72,791.00","74,188","14,55,738","53.14"
"HCLTECH","EQ","01-Sep-2026","1,312.20","1,316.10","1,368.00","1,313.10","1,351.40","1,351.40","1,350.54","40,31,856","5,44,51,72,209.60","1,03,062","16,52,798","40.99"
"HCLTECH","EQ","31-Aug-2026","1,316.10","1,316.60","1,322.60","1,297.70","1,312.20","1,312.20","1,313.07","31,25,051","4,10,33,96,286.60","44,870","21,16,968","67.74"
"HCLTECH","EQ","28-Aug-2026","1,282.00","1,290.00","1,334.20","1,290.00","1,316.10","1,316.10","1,318.13","34,59,476","4,56,00,31,668.30","91,276","16,77,544","48.49"
"HCLTECH","EQ","27-Aug-2026","1,298.50","1,295.00","1,304.70","1,280.00","1,282.00","1,282.00","1,286.91","19,36,771","2,49,24,45,917.70","69,854","11,41,437","58.94"
"HCLTECH","EQ","26-Aug-2026","1,315.80","1,319.50","1,323.00","1,296.60","1,298.50","1,298.50","1,304.83","8,34,925","1,08,94,38,791.70","33,956","4,45,018","53.30"
"HCLTECH","EQ","25-Aug-2026","1,322.00","1,322.00","1,322.90","1,294.40","1,315.80","1,315.80","1,305.10","13,14,934","1,71,61,15,057.00","61,695","5,49,413","41.78"
"HCLTECH","EQ","24-Aug-2026","1,302.50","1,302.50","1,325.80","1,301.00","1,322.00","1,322.00","1,318.31","10,91,648","1,43,91,32,498.30","50,508","5,94,901","54.50"
"HCLTECH","EQ","21-Aug-2026","1,318.40","1,319.90","1,321.70","1,302.50","1,302.50","1,302.50","1,309.72","14,84,443","1,94,42,08,577.60","42,456","9,90,001","66.69"
"HCLTECH","EQ","20-Aug-2026","1,324.80","1,339.70","1,345.30","1,318.40","1,318.40","1,318.40","1,326.83","15,10,868","2,00,46,63,327.00","62,256","7,81,864","51.75"
"HCLTECH","EQ","19-Aug-2026","1,298.00","1,309.00","1,324.80","1,301.40","1,324.80","1,324.80","1,316.02","16,93,632","2,22,88,57,485.20","49,448","5,55,317","32.79"
"HCLTECH","EQ","18-Aug-2026","1,325.00","1,318.00","1,320.00","1,292.50","1,298.00","1,298.00","1,300.63","30,56,990","3,97,60,27,860.50","74,688","19,28,909","63.10"
"HCLTECH","EQ","17-Aug-2026","1,360.00","1,355.10","1,362.80","1,325.00","1,325.00","1,325.00","1,334.26","9,70,745","1,29,52,26,436.90","48,218","5,27,315","54.32"
"HCLTECH","EQ","14-Aug-2026","1,370.00","1,372.80","1,374.90","1,346.50","1,360.00","1,360.00","1,360.98","10,33,374","1,40,63,96,327.40","58,510","5,82,574","56.38"
"HCLTECH","EQ","13-Aug-2026","1,365.40","1,362.90","1,372.90","1,354.00","1,370.00","1,370.00","1,364.23","7,78,760","1,06,24,04,865.70","49,556","4,08,120","52.41"
"HCLTECH","EQ","12-Aug-2026","1,365.40","1,370.00","1,370.00","1,340.40","1,365.40","1,365.40","1,357.00","14,18,468","1,92,48,58,705.80","42,784","8,43,846","59.49"
"HCLTECH","EQ","11-Aug-2026","1,357.20","1,360.10","1,379.80","1,358.00","1,365.40","1,365.40","1,367.72","18,28,636","2,50,10,62,172.20","69,672","7,90,311","43.22"
"HCLTECH","EQ","10-Aug-2026","1,356.60","1,356.60","1,367.50","1,351.60","1,357.20","1,357.20","1,358.42","13,21,698","1,79,54,23,568.20","60,911","7,74,534","58.60"
"HCLTECH","EQ","07-Aug-2026","1,335.00","1,329.00","1,369.00","1,328.00","1,356.60","1,356.60","1,353.94","17,25,616","2,33,63,88,494.30","60,471","6,93,516","40.19"
"HCLTECH","EQ","06-Aug-2026","1,350.00","1,349.90","1,363.20","1,332.50","1,335.00","1,335.00","1,339.27","38,21,560","5,11,80,93,030.50","1,13,551","25,68,199","67.20"
"HCLTECH","EQ","05-Aug-2026","1,369.90","1,370.00","1,375.00","1,337.10","1,350.00","1,350.00","1,350.12","32,15,211","4,34,09,16,098.30","82,427","19,33,186","60.13"
"HCLTECH","EQ","04-Aug-2026","1,377.00","1,375.70","1,375.90","1,347.40","1,369.90","1,369.90","1,356.42","30,13,543","4,08,76,34,427.90","1,04,940","17,20,326","57.09"
"HCLTECH","EQ","03-Aug-2026","1,346.90","1,352.00","1,377.00","1,343.50","1,377.00","1,377.00","1,355.65","23,14,332","3,13,74,12,666.60","1,01,947","13,05,116","56.39"
"HCLTECH","EQ","31-Jul-2026","1,352.70","1,317.70","1,356.50","1,294.30","1,345.70","1,346.90","1,340.12","33,69,019","4,51,48,73,926.80","1,22,815","16,21,444","48.13"
"HCLTECH","EQ","30-Jul-2026","1,344.30","1,349.00","1,369.90","1,345.60","1,351.50","1,352.70","1,360.10","37,47,919","5,09,75,27,081.20","1,29,759","21,00,007","56.03"
"HCLTECH","EQ","29-Jul-2026","1,318.60","1,344.00","1,352.70","1,323.20","1,341.00","1,344.30","1,342.80","30,61,520","4,11,09,95,466.50","1,06,970","13,56,386","44.30"
"HCLTECH","EQ","28-Jul-2026","1,295.90","1,301.00","1,342.00","1,301.00","1,320.90","1,318.60","1,325.86","51,87,064","6,87,72,99,151.20","2,08,348","26,00,983","50.14"
"HCLTECH","EQ","27-Jul-2026","1,271.00","1,284.60","1,303.00","1,277.30","1,294.90","1,295.90","1,295.72","38,47,049","4,98,46,99,159.50","1,00,035","19,71,387","51.24"
"HCLTECH","EQ","24-Jul-2026","1,244.70","1,237.00","1,276.00","1,236.60","1,269.00","1,271.00","1,260.48","36,74,904","4,63,21,42,242.50","97,009","13,23,533","36.02"
"HCLTECH","EQ","23-Jul-2026","1,237.30","1,236.00","1,248.80","1,228.80","1,245.00","1,244.70","1,242.21","18,78,476","2,33,34,66,516.80","68,501","8,67,582","46.19"
"HCLTECH","EQ","22-Jul-2026","1,239.50","1,243.80","1,243.80","1,227.70","1,237.00","1,237.30","1,236.65","23,77,718","2,94,03,93,159.20","69,167","15,48,639","65.13"
"HCLTECH","EQ","21-Jul-2026","1,221.30","1,219.00","1,240.70","1,217.20","1,238.90","1,239.50","1,233.07","46,42,320","5,72,43,22,648.70","1,45,874","29,17,381","62.84"
"HCLTECH","EQ","20-Jul-2026","1,203.90","1,205.00","1,224.70","1,200.10","1,220.00","1,221.30","1,216.07","36,12,829","4,39,34,68,231.40","1,04,425","22,67,027","62.75"
"HCLTECH","EQ","17-Jul-2026","1,187.40","1,197.80","1,223.50","1,195.80","1,203.00","1,203.90","1,207.41","50,37,972","6,08,28,88,219.90","1,18,814","26,42,998","52.46"
"HCLTECH","EQ","16-Jul-2026","1,168.00","1,175.40","1,204.00","1,174.70","1,189.70","1,187.40","1,193.95","51,47,444","6,14,57,77,793.20","1,39,528","20,78,604","40.38"
"HCLTECH","EQ","15-Jul-2026","1,166.70","1,157.00","1,181.60","1,144.50","1,166.90","1,168.00","1,168.05","32,53,196","3,79,99,04,436.10","1,12,527","12,03,314","36.99"
"HCLTECH","EQ","14-Jul-2026","1,221.20","1,200.00","1,209.10","1,164.00","1,164.60","1,166.70","1,184.48","97,54,723","11,55,42,60,552.20","2,26,006","34,49,131","35.36"
"HCLTECH","EQ","13-Jul-2026","1,164.10","1,162.00","1,237.00","1,162.00","1,224.00","1,221.20","1,211.30","90,28,077","10,93,57,03,487.40","2,14,773","36,41,941","40.34"
"HCLTECH","EQ","10-Jul-2026","1,150.40","1,173.00","1,191.50","1,153.50","1,167.50","1,164.10","1,167.37","39,79,475","4,64,55,05,153.00","92,538","17,29,804","43.47"
"HCLTECH","EQ","09-Jul-2026","1,145.60","1,144.10","1,161.90","1,121.00","1,151.00","1,150.40","1,146.84","20,33,525","2,33,21,26,378.80","75,969","8,49,617","41.78"
"HCLTECH","EQ","08-Jul-2026","1,168.20","1,165.00","1,176.50","1,141.70","1,143.30","1,145.60","1,157.90","30,91,794","3,57,99,88,258.10","87,874","15,00,965","48.55"
"HCLTECH","EQ","07-Jul-2026","1,134.20","1,135.00","1,175.00","1,134.00","1,170.00","1,168.20","1,163.17","51,79,529","6,02,46,65,226.90","1,23,042","23,64,482","45.65"
"HCLTECH","EQ","06-Jul-2026","1,139.00","1,145.00","1,147.90","1,126.00","1,135.00","1,134.20","1,136.15","27,47,815","3,12,19,21,280.10","83,637","12,13,768","44.17"
"HCLTECH","EQ","03-Jul-2026","1,078.10","1,127.10","1,159.00","1,115.10","1,140.00","1,139.00","1,136.63","1,27,68,463","14,51,30,22,886.80","2,28,508","41,18,030","32.25"
"HCLTECH","EQ","02-Jul-2026","1,034.20","1,049.00","1,082.90","1,048.00","1,081.40","1,078.10","1,074.55","37,26,609","4,00,44,34,493.80","1,09,674","14,88,716","39.95"
"HCLTECH","EQ","01-Jul-2026","1,071.80","1,070.00","1,076.50","1,030.00","1,035.40","1,034.20","1,051.09","38,19,777","4,01,49,17,197.00","1,38,314","18,56,759","48.61"
"HCLTECH","EQ","30-Jun-2026","1,102.40","1,102.50","1,105.70","1,068.60","1,072.00","1,071.80","1,079.17","37,94,233","4,09,46,23,302.00","1,29,291","17,79,035","46.89"
"HCLTECH","EQ","29-Jun-2026","1,100.70","1,095.60","1,108.30","1,086.00","1,103.60","1,102.40","1,097.93","51,86,504","5,69,43,93,480.30","1,48,261","28,35,641","54.67"
"HCLTECH","EQ","25-Jun-2026","1,113.90","1,133.00","1,133.50","1,097.50","1,100.50","1,100.70","1,112.79","58,77,425","6,54,03,37,165.30","1,80,085","27,41,420","46.64"
"HCLTECH","EQ","24-Jun-2026","1,109.50","1,097.60","1,121.50","1,093.20","1,114.00","1,113.90","1,111.16","35,03,015","3,89,23,93,853.50","1,07,061","12,76,070","36.43"
"HCLTECH","EQ","23-Jun-2026","1,130.50","1,121.60","1,125.80","1,105.50","1,108.00","1,109.50","1,112.95","32,35,632","3,60,10,88,271.00","1,08,311","17,23,904","53.28"
"HCLTECH","EQ","22-Jun-2026","1,131.70","1,136.00","1,148.70","1,127.00","1,128.70","1,130.50","1,137.61","23,12,385","2,63,05,84,436.90","92,284","13,15,335","56.88"
"HCLTECH","EQ","19-Jun-2026","1,161.80","1,110.00","1,136.00","1,091.40","1,135.90","1,131.70","1,118.44","1,00,14,063","11,20,01,26,630.80","1,91,632","54,32,220","54.25"
"HCLTECH","EQ","18-Jun-2026","1,166.80","1,152.00","1,168.80","1,136.10","1,159.60","1,161.80","1,158.45","33,68,037","3,90,17,08,815.90","94,065","19,52,206","57.96"
"HCLTECH","EQ","17-Jun-2026","1,159.00","1,169.00","1,173.60","1,159.30","1,165.00","1,166.80","1,165.82","22,63,670","2,63,90,39,473.60","69,724","9,79,118","43.25"
"HCLTECH","EQ","16-Jun-2026","1,119.30","1,141.00","1,161.90","1,137.50","1,160.50","1,159.00","1,150.83","83,43,470","9,60,19,35,139.20","1,78,723","23,90,905","28.66"
"HCLTECH","EQ","15-Jun-2026","1,109.60","1,123.50","1,128.00","1,113.00","1,122.30","1,119.30","1,120.27","23,61,006","2,64,49,59,403.20","64,008","12,87,108","54.52"
"HCLTECH","EQ","12-Jun-2026","1,110.20","1,120.00","1,122.50","1,100.50","1,110.00","1,109.60","1,107.93","22,03,987","2,44,18,63,261.70","68,191","11,80,705","53.57"
"HCLTECH","EQ","11-Jun-2026","1,132.10","1,112.90","1,114.00","1,089.50","1,113.90","1,110.20","1,104.07","34,35,236","3,79,27,35,148.20","1,17,700","15,12,394","44.03"
"HCLTECH","EQ","10-Jun-2026","1,146.30","1,140.80","1,152.00","1,130.00","1,130.90","1,132.10","1,141.62","16,00,595","1,82,72,78,265.90","59,740","9,90,407","61.88"
"HCLTECH","EQ","09-Jun-2026","1,151.30","1,158.70","1,159.00","1,136.40","1,148.30","1,146.30","1,143.49","22,25,582","2,54,49,32,274.50","83,896","13,05,118","58.64"
"HCLTECH","EQ","08-Jun-2026","1,154.70","1,141.90","1,159.00","1,132.30","1,151.80","1,151.30","1,149.64","15,46,444","1,77,78,49,556.60","60,890","6,44,485","41.68"
"HCLTECH","EQ","05-Jun-2026","1,168.30","1,179.00","1,182.50","1,147.00","1,155.10","1,154.70","1,156.81","19,71,395","2,28,05,22,182.00","64,251","8,52,129","43.22"
"HCLTECH","EQ","04-Jun-2026","1,179.00","1,166.40","1,176.50","1,158.20","1,173.60","1,168.30","1,168.81","20,25,595","2,36,75,43,305.50","76,509","9,68,207","47.80"
"HCLTECH","EQ","03-Jun-2026","1,243.50","1,228.80","1,230.00","1,176.80","1,177.50","1,179.00","1,193.69","48,00,922","5,73,08,09,610.90","1,59,882","19,84,393","41.33"
"HCLTECH","EQ","02-Jun-2026","1,195.10","1,210.00","1,257.00","1,202.20","1,244.90","1,243.50","1,236.80","76,63,067","9,47,76,82,591.60","3,30,959","36,38,412","47.48"
"HCLTECH","EQ","01-Jun-2026","1,183.80","1,190.10","1,212.80","1,190.10","1,194.10","1,195.10","1,200.49","59,70,435","7,16,74,47,152.80","1,03,382","20,48,693","34.31"
"HCLTECH","EQ","29-May-2026","1,165.20","1,180.00","1,191.70","1,177.00","1,182.00","1,183.80","1,184.28","1,24,46,602","14,74,02,11,031.40","1,19,951","70,12,885","56.34"
"HCLTECH","EQ","27-May-2026","1,161.90","1,155.30","1,169.80","1,153.70","1,166.90","1,165.20","1,162.91","10,04,168","1,16,77,55,084.90","55,376","4,68,602","46.67"
"HCLTECH","EQ","26-May-2026","1,165.70","1,165.70","1,173.70","1,160.00","1,162.90","1,161.90","1,165.98","11,96,820","1,39,54,69,868.50","51,436","4,97,250","41.55"
"HCLTECH","EQ","25-May-2026","1,164.00","1,168.00","1,178.00","1,162.10","1,167.10","1,165.70","1,168.76","14,19,803","1,65,94,12,913.00","48,459","5,74,327","40.45"
"HCLTECH","EQ","22-May-2026","1,168.20","1,169.90","1,176.00","1,159.90","1,167.00","1,164.00","1,165.48","20,44,782","2,38,31,56,741.20","66,675","11,56,853","56.58"
"HCLTECH","EQ","21-May-2026","1,169.80","1,173.70","1,180.60","1,163.20","1,168.00","1,168.20","1,170.33","22,45,247","2,62,76,71,522.10","73,843","11,35,307","50.56"
"HCLTECH","EQ","20-May-2026","1,179.40","1,166.20","1,181.00","1,162.40","1,172.20","1,169.80","1,172.82","14,15,960","1,66,06,60,137.10","47,007","6,64,665","46.94"
"HCLTECH","EQ","19-May-2026","1,146.60","1,156.00","1,198.30","1,152.30","1,180.00","1,179.40","1,180.95","57,56,760","6,79,84,55,091.50","1,68,240","26,74,454","46.46"
"HCLTECH","EQ","18-May-2026","1,132.60","1,129.00","1,149.50","1,121.40","1,146.50","1,146.60","1,138.54","25,88,569","2,94,71,80,022.00","98,631","11,85,393","45.79"
"HCLTECH","EQ","15-May-2026","1,124.00","1,121.90","1,152.00","1,121.80","1,131.00","1,132.60","1,136.80","37,29,249","4,23,94,13,697.90","70,408","17,60,041","47.20"
"HCLTECH","EQ","14-May-2026","1,143.20","1,139.00","1,143.20","1,103.40","1,123.90","1,124.00","1,119.60","58,37,032","6,53,51,36,410.00","1,50,084","25,36,154","43.45"
"HCLTECH","EQ","13-May-2026","1,145.80","1,146.30","1,154.60","1,137.10","1,145.00","1,143.20","1,145.70","26,35,034","3,01,89,64,420.80","82,384","14,96,507","56.79"
"HCLTECH","EQ","12-May-2026","1,194.90","1,183.00","1,184.00","1,142.60","1,147.00","1,145.80","1,154.12","39,59,561","4,56,97,91,458.00","1,27,002","19,35,224","48.87"
"HCLTECH","EQ","11-May-2026","1,198.40","1,196.90","1,206.30","1,191.10","1,195.00","1,194.90","1,200.25","25,05,962","3,00,77,73,889.20","95,624","13,02,335","51.97"
"HCLTECH","EQ","08-May-2026","1,183.40","1,179.80","1,202.80","1,176.80","1,199.00","1,198.40","1,194.90","28,13,749","3,36,21,35,322.50","79,508","14,51,556","51.59"
"HCLTECH","EQ","07-May-2026","1,189.10","1,195.00","1,196.00","1,181.10","1,182.40","1,183.40","1,185.93","37,25,309","4,41,79,58,582.60","94,392","20,16,234","54.12"
"HCLTECH","EQ","06-May-2026","1,200.20","1,208.00","1,212.00","1,186.40","1,190.90","1,189.10","1,194.87","35,41,520","4,23,16,60,348.10","89,971","19,00,079","53.65"
"HCLTECH","EQ","05-May-2026","1,200.50","1,200.00","1,205.40","1,190.00","1,200.30","1,200.20","1,199.40","24,59,953","2,95,04,67,173.20","1,00,748","12,57,250","51.11"
"HCLTECH","EQ","04-May-2026","1,199.10","1,208.00","1,213.50","1,191.40","1,200.00","1,200.50","1,199.30","33,18,673","3,98,00,81,359.60","1,20,491","16,39,631","49.41"
"HCLTECH","EQ","30-Apr-2026","1,200.20","1,200.00","1,213.70","1,184.00","1,201.40","1,199.10","1,200.95","50,70,033","6,08,88,37,497.70","1,27,757","27,00,518","53.26"
"HCLTECH","EQ","29-Apr-2026","1,196.00","1,200.00","1,210.80","1,192.10","1,198.00","1,200.20","1,202.38","47,77,201","5,74,39,97,313.80","1,28,407","24,72,024","51.75"
"HCLTECH","EQ","28-Apr-2026","1,228.20","1,227.90","1,232.70","1,192.30","1,199.80","1,196.00","1,202.59","66,43,295","7,98,91,44,451.30","1,47,386","39,79,377","59.90"
"HCLTECH","EQ","27-Apr-2026","1,203.20","1,209.00","1,232.00","1,201.00","1,230.20","1,228.20","1,218.15","60,66,942","7,39,04,75,443.70","1,97,227","30,11,825","49.64"
"HCLTECH","EQ","24-Apr-2026","1,277.60","1,264.40","1,264.80","1,198.10","1,202.50","1,203.20","1,217.49","1,09,03,519","13,27,49,09,643.60","3,40,026","49,67,012","45.55"
"HCLTECH","EQ","23-Apr-2026","1,285.30","1,290.00","1,294.30","1,272.00","1,276.20","1,277.60","1,279.21","83,04,759","10,62,35,55,874.30","2,10,855","39,92,294","48.07"
"HCLTECH","EQ","22-Apr-2026","1,441.20","1,345.00","1,358.00","1,281.00","1,286.40","1,285.30","1,304.43","3,30,66,256","43,13,26,18,848.40","6,85,701","1,49,60,919","45.25"
"HCLTECH","EQ","21-Apr-2026","1,428.30","1,430.00","1,455.00","1,422.40","1,439.00","1,441.20","1,440.59","30,91,487","4,45,35,59,346.00","96,067","17,54,233","56.74"
"HCLTECH","EQ","20-Apr-2026","1,442.30","1,445.90","1,451.90","1,424.00","1,424.40","1,428.30","1,434.33","23,52,656","3,37,44,86,762.10","99,253","12,40,988","52.75"
"HCLTECH","EQ","17-Apr-2026","1,450.20","1,443.30","1,458.00","1,430.00","1,443.00","1,442.30","1,438.28","33,19,268","4,77,40,45,020.30","1,04,096","18,52,702","55.82"
"HCLTECH","EQ","16-Apr-2026","1,451.30","1,460.00","1,468.70","1,435.10","1,448.50","1,450.20","1,446.11","52,29,848","7,56,29,35,607.20","1,52,645","29,61,588","56.63"
"HCLTECH","EQ","15-Apr-2026","1,429.40","1,445.00","1,474.90","1,437.10","1,450.30","1,451.30","1,450.85","39,93,858","5,79,44,70,556.20","1,25,253","22,95,626","57.48"
"HCLTECH","EQ","13-Apr-2026","1,451.20","1,441.00","1,447.80","1,417.50","1,428.50","1,429.40","1,427.35","22,52,652","3,21,53,16,491.60","1,06,276","11,68,901","51.89"
"HCLTECH","EQ","10-Apr-2026","1,464.90","1,452.00","1,457.60","1,421.10","1,451.00","1,451.20","1,438.64","34,50,066","4,96,34,15,693.40","2,27,938","19,88,724","57.64"
"HCLTECH","EQ","09-Apr-2026","1,461.00","1,458.90","1,469.00","1,436.00","1,465.80","1,464.90","1,453.12","31,01,205","4,50,64,26,555.80","1,22,283","17,23,538","55.58"
"HCLTECH","EQ","08-Apr-2026","1,441.60","1,449.90","1,466.00","1,431.90","1,453.90","1,461.00","1,450.32","42,39,052","6,14,79,86,493.00","1,76,059","23,07,919","54.44"
"HCLTECH","EQ","07-Apr-2026","1,403.30","1,391.00","1,446.50","1,388.10","1,440.50","1,441.60","1,435.93","34,59,049","4,96,69,67,193.80","1,30,355","15,78,866","45.64"
"HCLTECH","EQ","06-Apr-2026","1,402.20","1,397.00","1,422.30","1,394.10","1,400.00","1,403.30","1,406.71","21,34,581","3,00,27,30,845.60","89,590","8,92,905","41.83"
"HCLTECH","EQ","02-Apr-2026","1,354.40","1,347.00","1,412.80","1,341.20","1,395.00","1,402.20","1,384.54","65,09,389","9,01,24,95,302.30","1,56,129","30,65,773","47.10"
"HCLTECH","EQ","01-Apr-2026","1,341.60","1,399.70","1,399.70","1,349.00","1,356.00","1,354.40","1,367.96","24,69,237","3,37,78,10,450.80","1,05,006","13,92,371","56.39"
"HCLTECH","EQ","30-Mar-2026","1,364.40","1,350.00","1,359.20","1,336.20","1,345.10","1,341.60","1,345.87","55,41,018","7,45,74,95,502.00","1,15,344","33,91,943","61.22"
"HCLTECH","EQ","27-Mar-2026","1,381.30","1,377.00","1,407.40","1,359.80","1,360.10","1,364.40","1,376.50","89,56,139","12,32,81,67,695.80","1,95,122","60,72,450","67.80"
"HCLTECH","EQ","25-Mar-2026","1,373.30","1,348.00","1,411.40","1,348.00","1,385.60","1,381.30","1,383.83","41,67,275","5,76,68,02,478.80","2,15,488","22,52,380","54.05"
"HCLTECH","EQ","24-Mar-2026","1,358.60","1,380.00","1,394.00","1,360.00","1,375.00","1,373.30","1,378.06","35,55,664","4,89,99,27,997.30","1,17,264","17,51,248","49.25"
"HCLTECH","EQ","23-Mar-2026","1,333.70","1,314.80","1,365.00","1,310.00","1,357.10","1,358.60","1,352.36","51,66,409","6,98,68,33,334.70","1,73,461","23,84,879","46.16"
"HCLTECH","EQ","20-Mar-2026","1,311.80","1,334.90","1,352.50","1,328.90","1,339.90","1,333.70","1,337.81","50,50,431","6,75,65,39,286.10","1,44,232","32,15,584","63.67"
"HCLTECH","EQ","19-Mar-2026","1,357.20","1,341.40","1,354.20","1,309.20","1,318.00","1,311.80","1,325.85","16,63,249","2,20,52,17,342.80","98,485","9,46,909","56.93"
"HCLTECH","EQ","18-Mar-2026","1,321.10","1,326.50","1,378.40","1,326.50","1,358.00","1,357.20","1,362.83","25,64,106","3,49,44,41,703.80","1,42,744","13,92,122","54.29"
"HCLTECH","EQ","17-Mar-2026","1,328.60","1,328.60","1,328.60","1,297.70","1,320.80","1,321.10","1,318.68","22,85,672","3,01,40,68,844.40","1,09,302","13,07,984","57.23"
"HCLTECH","EQ","16-Mar-2026","1,325.40","1,312.80","1,337.70","1,302.40","1,328.30","1,328.60","1,322.95","36,18,375","4,78,69,35,170.60","1,25,684","22,63,105","62.54"
"HCLTECH","EQ","13-Mar-2026","1,358.10","1,350.00","1,356.70","1,321.00","1,329.10","1,325.40","1,336.25","21,90,786","2,92,74,29,024.80","97,539","14,07,589","64.25"
"HCLTECH","EQ","12-Mar-2026","1,350.30","1,350.00","1,363.40","1,341.00","1,357.00","1,358.10","1,355.47","26,16,965","3,54,72,25,863.10","1,25,512","16,16,687","61.78"
"HCLTECH","EQ","11-Mar-2026","1,361.50","1,367.20","1,376.00","1,346.90","1,350.60","1,350.30","1,355.40","18,37,000","2,48,98,70,483.00","92,591","11,85,972","64.56"
"HCLTECH","EQ","10-Mar-2026","1,358.60","1,361.00","1,364.40","1,345.00","1,362.50","1,361.50","1,356.02","16,71,877","2,26,71,03,442.20","88,793","9,24,421","55.29"
"HCLTECH","EQ","09-Mar-2026","1,356.70","1,330.00","1,372.70","1,328.00","1,362.40","1,358.60","1,355.54","22,56,550","3,05,88,42,317.90","1,10,627","10,80,613","47.89"
"HCLTECH","EQ","06-Mar-2026","1,354.10","1,356.00","1,380.80","1,354.20","1,358.00","1,356.70","1,364.05","18,71,596","2,55,29,57,099.20","74,907","10,53,576","56.29"
"HCLTECH","EQ","05-Mar-2026","1,364.00","1,378.20","1,378.20","1,332.50","1,355.70","1,354.10","1,346.61","22,17,963","2,98,67,38,309.20","1,31,063","10,78,525","48.63"
"HCLTECH","EQ","04-Mar-2026","1,371.00","1,356.00","1,382.00","1,356.00","1,364.00","1,364.00","1,367.86","31,61,598","4,32,46,10,721.30","1,51,012","18,80,428","59.48"
"HCLTECH","EQ","02-Mar-2026","1,389.10","1,351.00","1,386.00","1,350.00","1,370.80","1,371.00","1,369.50","20,88,938","2,86,08,02,041.60","1,08,564","8,89,845","42.60"
"HCLTECH","EQ","27-Feb-2026","1,373.50","1,398.00","1,404.80","1,382.00","1,382.00","1,389.10","1,390.09","86,51,443","12,02,63,16,595.10","1,62,388","64,47,547","74.53"
"HCLTECH","EQ","26-Feb-2026","1,378.20","1,391.00","1,405.00","1,368.00","1,373.00","1,373.50","1,383.22","23,29,520","3,22,22,34,403.10","1,25,163","10,15,695","43.60"
"HCLTECH","EQ","25-Feb-2026","1,339.20","1,355.00","1,391.40","1,354.00","1,375.90","1,378.20","1,379.33","57,03,505","7,86,69,89,822.40","1,19,569","34,11,861","59.82"
